name,Has Tests (static),Tests in CI (configured),Tests in CI (recent runs),Coverage in CI (configured),Coverage Tool (configured),Test Tool (guess),Test Evidence,Coverage Latest (%),Coverage Mean (%),Coverage Best (%),Coverage Samples,Method,Latest Run ID,Latest Run Date
champ-r,No,No,No,Yes,upload-artifact,,workflow,,,,0,,17639191056,2025-09-11T08:46:43Z
GlobalProtect-openconnect,No,No,No,Yes,upload-artifact,,workflow,,,,0,,16365479726,2025-07-18T08:03:39Z
rust-bio,Yes,Yes,Yes,Yes,cargo/coveralls/report-file,cargo,files/jobs/workflow,,,,0,,17539270042,2025-09-08T04:02:14Z
wonnx,No,Yes,No,Yes,upload-artifact,pytest,workflow,,,,0,,,
OxiCloud,No,Yes,Yes,No,,,jobs/workflow,,,,0,,17589910410,2025-09-09T16:58:22Z
rustsec,No,Yes,No,Yes,cargo,cargo,workflow,,,,0,,17650283688,2025-09-11T16:01:00Z
redbpf,No,Yes,No,No,,,workflow,,,,0,,,
geo,No,Yes,Yes,No,,cargo,jobs/workflow,,,,0,,17640671345,2025-09-11T09:45:36Z
learn-wgpu,No,Yes,No,No,,cargo,workflow,,,,0,,17595711906,2025-09-09T21:08:35Z
OctoBase,No,Yes,Yes,Yes,codecov/llvm-cov/llvm-tools/report-file/upload-artifact,,jobs/workflow,,,,0,,17614152512,2025-09-10T12:45:01Z
kosmonaut,Yes,Yes,No,Yes,cargo,cargo,files/workflow,,,,0,,,
cnosdb,No,Yes,No,No,,cargo,workflow,,,,0,,17641068647,2025-09-11T10:03:10Z
oreboot,No,No,No,No,,,,,,,0,,17445200782,2025-09-03T20:24:03Z
ninja,No,No,No,No,,,,,,,0,,,
Relm4,No,Yes,Yes,No,,cargo,jobs/workflow,,,,0,,17648810279,2025-09-11T15:04:58Z
wechat-dump-rs,No,No,No,No,,,,,,,0,,14267381159,2025-04-04T14:16:17Z
stateright,No,Yes,Yes,No,,cargo,jobs/workflow,,,,0,,16556788764,2025-07-27T23:48:03Z
ferrumc,No,No,Yes,Yes,llvm-tools,,jobs/workflow,,,,0,,17193262334,2025-08-24T20:12:51Z
diamond-types,No,Yes,Yes,No,,cargo,jobs/workflow,,,,0,,11566376878,2024-10-29T02:49:18Z
git-interactive-rebase-tool,Yes,Yes,Yes,Yes,coveralls/report-file,cargo,files/jobs/workflow,,,,0,,16749434790,2025-08-05T12:01:32Z
legba,No,Yes,Yes,No,,cargo,jobs/workflow,,,,0,,17329408225,2025-08-29T16:42:23Z
wgpu-rs,Yes,Yes,No,Yes,cargo,cargo,files/workflow,,,,0,,,
fe,No,Yes,Yes,No,,cargo,jobs/workflow,,,,0,,17652109195,2025-09-11T17:17:25Z
colmena,No,Yes,Yes,No,,cargo,jobs/workflow,,,,0,,17591166548,2025-09-09T17:48:58Z
rp-hal,No,Yes,Yes,No,,,jobs/workflow,,,,0,,17519257950,2025-09-06T20:33:40Z
slog,No,Yes,Yes,No,,cargo,jobs/workflow,,,,0,,17274823345,2025-08-27T18:04:06Z
prusti-dev,No,Yes,No,Yes,codecov/grcov/instrument-coverage/llvm-tools/report-file/upload-artifact,,files/workflow,,,,0,,,
orange,No,Yes,No,No,,,workflow,,,,0,,,
openraft,Yes,Yes,Yes,Yes,cargo/coveralls/llvm-cov/llvm-tools/report-file/upload-artifact,cargo,files/jobs/logs/workflow,,,,0,,17631914418,2025-09-11T02:11:27Z
BoilR,No,Yes,No,No,,cargo,workflow,,,,0,,17518579819,2025-09-06T19:21:12Z
si,No,Yes,No,Yes,upload-artifact,,workflow,,,,0,,17655962806,2025-09-11T20:05:18Z
nil,No,Yes,Yes,No,,cargo,jobs/workflow,,,,0,,17523841273,2025-09-07T04:31:00Z
rpg-cli,No,Yes,Yes,No,,cargo,jobs/workflow,,,,0,,14805447504,2025-05-03T00:15:58Z
cubecl,No,No,No,No,,,,,,,0,,17655805614,2025-09-11T19:58:36Z
LocustDB,Yes,Yes,Yes,No,,cargo,files/jobs/workflow,,,,0,,16080794931,2025-07-04T20:53:12Z
openethereum,No,Yes,No,Yes,cargo/upload-artifact,cargo,workflow,,,,0,,,
iceoryx2,No,Yes,Yes,Yes,codecov/grcov/report-file/upload-artifact,cargo,files/jobs/workflow,,,,0,,17651728194,2025-09-11T17:01:41Z
backend,No,Yes,Yes,Yes,cargo,go,jobs/logs/workflow,,,,0,,17645869562,2025-09-11T13:19:33Z
below,No,Yes,Yes,No,,cargo,jobs/workflow,,,,0,,17447779108,2025-09-03T22:32:58Z
eyre,No,Yes,No,Yes,cargo,cargo,workflow,,,,0,,17547833945,2025-09-08T10:31:23Z
josh,Yes,Yes,No,Yes,upload-artifact,cargo,files/workflow,,,,0,,17558952987,2025-09-08T17:26:41Z
sniprun,Yes,Yes,No,No,,cargo,files/workflow,,,,0,,17476863593,2025-09-04T21:14:06Z
rust,No,Yes,No,No,,cargo,workflow,,,,0,,17596584917,2025-09-09T21:48:14Z
rust-skia,No,Yes,Yes,Yes,upload-artifact,cargo,jobs/workflow,,,,0,,17631638212,2025-09-11T01:53:10Z
Loungy,No,No,No,No,,,,,,,0,,,
AppFlowy-Cloud,Yes,Yes,No,Yes,llvm-tools/upload-artifact,cargo,files/workflow,,,,0,,17630191633,2025-09-11T00:20:06Z
ocrs,No,Yes,Yes,No,,,jobs/workflow,,,,0,,17652948321,2025-09-11T17:53:23Z
bracket-lib,No,Yes,No,No,,cargo,workflow,,,,0,,,
ic,No,Yes,Yes,Yes,upload-artifact,pytest,jobs/workflow,,,,0,,17656472533,2025-09-11T20:26:55Z
matano,No,No,No,Yes,upload-artifact,,workflow,,,,0,,17643863146,2025-09-11T12:03:20Z
zz,Yes,No,No,No,,cargo,files,,,,0,,,
sqlite-zstd,No,Yes,Yes,Yes,cargo/upload-artifact,cargo,jobs/workflow,,,,0,,15968638563,2025-06-30T09:04:23Z
AngryOxide,No,No,No,No,,,,,,,0,,17631501059,2025-09-11T01:43:58Z
code,No,Yes,No,Yes,llvm-tools/upload-artifact,,workflow,,,,0,,17656708993,2025-09-11T20:37:33Z
CADmium,No,Yes,Yes,Yes,upload-artifact,,jobs/workflow,,,,0,,17493827751,2025-09-05T12:57:58Z
toasty,Yes,Yes,No,No,,cargo,files/workflow,,,,0,,17649895373,2025-09-11T15:44:25Z
mdq,Yes,Yes,Yes,Yes,llvm-tools/tarpaulin/upload-artifact,cargo,files/jobs/workflow,,,,0,,17554035443,2025-09-08T14:23:00Z
videocall-rs,No,Yes,Yes,Yes,upload-artifact,cargo,jobs/workflow,,,,0,,17583260574,2025-09-09T12:54:06Z
toast,No,Yes,No,Yes,upload-artifact,cargo,workflow,,,,0,,16097361626,2025-07-06T09:02:10Z
matrix-rust-sdk,No,Yes,Yes,Yes,codecov/llvm-cov/llvm-tools/report-file/upload-artifact,cargo,files/jobs/workflow,88.56,88.56,88.95,25,checks,17656595141,2025-09-11T20:32:33Z
zee,No,No,No,No,,,,,,,0,,13185668987,2025-02-06T18:41:40Z
markdown-oxide,No,Yes,No,Yes,cargo,cargo,workflow,,,,0,,17629187713,2025-09-10T23:13:21Z
shadow,No,Yes,Yes,Yes,upload-artifact,cargo,jobs/workflow,,,,0,,17628990935,2025-09-10T23:02:20Z
create-rust-app,No,Yes,Yes,Yes,cargo,cargo,jobs/workflow,,,,0,,15802901531,2025-06-22T04:27:06Z
Egregoria,No,Yes,No,Yes,upload-artifact,cargo,workflow,,,,0,,15391674797,2025-06-02T12:00:16Z
sway-applications,No,Yes,No,No,,cargo,workflow,,,,0,,,
dum,No,Yes,No,Yes,upload-artifact,cargo,workflow,,,,0,,12854271482,2025-01-19T14:07:56Z
rezolus,No,No,No,No,,,,,,,0,,,
deno_lint,No,Yes,Yes,No,,cargo,jobs/workflow,,,,0,,17594930625,2025-09-09T20:33:15Z
discovery,No,No,No,No,,,,,,,0,,16152147633,2025-07-08T19:06:34Z
naga,Yes,Yes,No,Yes,codecov/llvm-cov/llvm-tools/report-file,cargo,files/workflow,,,,0,,,
moonfire-nvr,No,Yes,Yes,Yes,llvm-tools/upload-artifact,jest,jobs/logs/workflow,,,,0,,15754897225,2025-06-19T09:48:48Z
dozer,No,Yes,No,Yes,coveralls/grcov/instrument-coverage/report-file/upload-artifact,cargo,workflow,,,,0,,,
icu4x,No,Yes,Yes,Yes,codecov/coveralls/grcov/llvm-tools/upload-artifact,cargo,files/jobs/workflow,71.74,72.11,72.94,11,logs,17651732368,2025-09-11T17:01:52Z
egg,Yes,Yes,Yes,No,,cargo,files/jobs/workflow,,,,0,,17518578322,2025-09-06T19:21:05Z
zbox,Yes,Yes,No,No,,cargo,files/workflow,,,,0,,,
bootloader,Yes,Yes,Yes,Yes,llvm-tools,cargo,files/jobs/workflow,,,,0,,17635282281,2025-09-11T05:47:36Z
pyapp,No,Yes,No,Yes,llvm-tools/upload-artifact,,workflow,,,,0,,17180226712,2025-08-23T21:14:46Z
nova,Yes,Yes,Yes,Yes,llvm-tools/upload-artifact,cargo,files/jobs/workflow,,,,0,,17656858868,2025-09-11T20:44:48Z
wasm-tools,Yes,Yes,Yes,Yes,upload-artifact,cargo,files/jobs/logs/workflow,,,,0,,17589560730,2025-09-09T16:43:14Z
llm-chain,No,Yes,No,Yes,cargo,cargo,workflow,,,,0,,11615772620,2024-10-31T16:19:01Z
rudr,No,Yes,No,No,,cargo,workflow,,,,0,,,
rjvm,No,Yes,No,Yes,llvm-tools,,workflow,,,,0,,,
httm,No,No,No,Yes,upload-artifact,,workflow,,,,0,,17138505458,2025-08-21T20:39:34Z
auron,No,Yes,Yes,Yes,upload-artifact,cargo,jobs/workflow,,,,0,,17634112035,2025-09-11T04:34:36Z
shpool,No,Yes,Yes,Yes,upload-artifact,cargo,jobs/workflow,,,,0,,17634622083,2025-09-11T05:08:29Z
refinery,No,Yes,Yes,Yes,cargo,cargo,jobs/workflow,,,,0,,17155666004,2025-08-22T12:46:42Z
krunvm,No,No,No,No,,,,,,,0,,16644088954,2025-07-31T08:34:47Z
rust-openssl,No,Yes,Yes,No,,cargo,jobs/workflow,,,,0,,17648412014,2025-09-11T14:50:19Z
ort,Yes,Yes,Yes,Yes,codecov/tarpaulin,cargo,files/jobs/workflow,,,,0,,17593418718,2025-09-09T19:23:42Z
orogene,Yes,Yes,No,Yes,upload-artifact,cargo,files/workflow,,,,0,,17637282513,2025-09-11T07:25:20Z
three-d,No,No,No,Yes,cargo,,workflow,,,,0,,16401206790,2025-07-20T15:02:42Z
observer_ward,Yes,Yes,No,No,,cargo,files/workflow,,,,0,,17641084986,2025-09-11T10:03:45Z
celeste,No,No,Yes,No,,,jobs,,,,0,,15226716458,2025-05-24T11:43:49Z
feldera,No,Yes,No,Yes,llvm-tools/upload-artifact,cargo,workflow,,,,0,,17656193966,2025-09-11T20:14:58Z
mvsqlite,No,Yes,No,Yes,upload-artifact,,workflow,,,,0,,17656255446,2025-09-11T20:17:33Z
termusic,No,Yes,Yes,Yes,upload-artifact,cargo,jobs/workflow,,,,0,,17632110239,2025-09-11T02:23:36Z
stevenarella,Yes,No,No,Yes,upload-artifact,cargo,files/workflow,,,,0,,17474955175,2025-09-04T19:45:05Z
rust-web3,No,Yes,No,Yes,cargo,cargo,workflow,,,,0,,15521106216,2025-06-08T17:57:57Z
RustQuant,No,Yes,Yes,Yes,codecov/tarpaulin,cargo,jobs/logs/workflow,,,,0,,17488379195,2025-09-05T08:46:14Z
cobalt.rs,Yes,Yes,Yes,Yes,coveralls/llvm-tools/tarpaulin,cargo,files/jobs/workflow,,,,0,,17591699076,2025-09-09T18:11:19Z
mongo-rust-driver,Yes,No,No,No,,cargo,files,,,,0,,17631846456,2025-09-11T02:06:51Z
nym,No,Yes,No,Yes,cargo/upload-artifact,cargo,workflow,0.0,0.0,0.0,1,checks,17655975185,2025-09-11T20:05:51Z
avr-hal,No,Yes,No,No,,cargo,workflow,,,,0,,17362507393,2025-08-31T21:23:10Z
occlum,Yes,Yes,Yes,Yes,codecov,cargo,files/jobs/workflow,,,,0,,17653125508,2025-09-11T18:01:46Z
LlamaEdge,Yes,Yes,Yes,No,,cargo,files/jobs/workflow,,,,0,,17632473831,2025-09-11T02:46:23Z
blessed-rs,No,No,No,Yes,upload-artifact,,workflow,,,,0,,16802677038,2025-08-07T11:04:15Z
uefi-rs,No,Yes,No,Yes,codecov/llvm-cov/llvm-tools,cargo,files/workflow,,,,0,,17650097097,2025-09-11T15:52:50Z
cargo-release,Yes,Yes,Yes,Yes,coveralls/llvm-tools/tarpaulin,cargo,files/jobs/workflow,,,,0,,17656604420,2025-09-11T20:32:55Z
rust-crdt,Yes,Yes,No,Yes,cargo,cargo,files/workflow,,,,0,,,
amazon-q-developer-cli,No,Yes,No,Yes,llvm-cov/llvm-tools/upload-artifact,cargo,workflow,,,,0,,17657564601,2025-09-11T21:17:32Z
attic,No,No,Yes,No,,,jobs,,,,0,,17648409675,2025-09-11T14:50:13Z
rust-url,No,Yes,Yes,Yes,codecov/llvm-tools/report-file/tarpaulin/upload-artifact,cargo,jobs/workflow,82.52,77.42,82.69,16,artifacts:cobertura/checks,17629400834,2025-09-10T23:25:57Z
autocorrect,Yes,Yes,Yes,Yes,cargo/upload-artifact,maven,files/jobs/logs/workflow,,,,0,,17607367281,2025-09-10T08:07:19Z
socketioxide,No,Yes,Yes,Yes,llvm-tools/upload-artifact,cargo,jobs/workflow,,,,0,,17634633429,2025-09-11T05:09:05Z
tensorbase,No,Yes,No,No,,cargo,workflow,,,,0,,,
sp1,No,Yes,No,Yes,cargo,cargo,workflow,,,,0,,17632873126,2025-09-11T03:11:52Z
maplibre-rs,No,Yes,Yes,Yes,upload-artifact,,jobs/workflow,,,,0,,17482572560,2025-09-05T03:11:35Z
h2,Yes,Yes,No,Yes,llvm-tools,cargo,files/workflow,,,,0,,17477304120,2025-09-04T21:34:51Z
vortex,No,Yes,Yes,Yes,codecov/grcov/instrument-coverage/llvm-tools/report-file/upload-artifact,cargo,files/jobs/workflow,100.0,72.9,100.0,18,checks,17657046025,2025-09-11T20:54:00Z
redshirt,No,Yes,No,Yes,cargo/upload-artifact,cargo,workflow,,,,0,,17646996514,2025-09-11T14:00:47Z
foundations,No,Yes,Yes,Yes,llvm-tools,cargo,jobs/workflow,,,,0,,17647273325,2025-09-11T14:10:20Z
syncstorage-rs,No,No,No,No,,,,,,,0,,17642799387,2025-09-11T11:15:57Z
jni-rs,Yes,Yes,Yes,No,,cargo,files/jobs/workflow,,,,0,,17658897327,2025-09-11T22:27:10Z
synth,No,Yes,No,Yes,cargo/llvm-tools/upload-artifact,cargo,files/workflow,,,,0,,11073738293,2024-09-27T15:51:12Z
biliup-app,No,No,No,No,,,,,,,0,,16486024895,2025-07-24T02:05:02Z
ja4,No,Yes,Yes,Yes,llvm-tools/upload-artifact,pytest,jobs/logs/workflow,,,,0,,17462118283,2025-09-04T11:17:22Z
cryo,No,Yes,No,Yes,upload-artifact,cargo,workflow,,,,0,,17408632313,2025-09-02T15:38:29Z
bili-sync,No,Yes,No,Yes,upload-artifact,cargo,workflow,,,,0,,17453586330,2025-09-04T04:44:52Z
reference,No,Yes,Yes,Yes,upload-artifact,cargo,jobs/workflow,,,,0,,17605923948,2025-09-10T07:03:26Z
ink,No,Yes,No,Yes,codecov/upload-artifact,cargo,workflow,,,,0,,17648012700,2025-09-11T14:35:45Z
quilkin,Yes,Yes,Yes,No,,cargo,files/jobs/workflow,,,,0,,17644081196,2025-09-11T12:11:50Z
rustworkx,Yes,Yes,Yes,Yes,coveralls/grcov/instrument-coverage/report-file/upload-artifact,cargo,files/jobs/workflow,94.64,94.64,94.64,12,artifacts:lcov,17653824413,2025-09-11T18:29:34Z
r-nacos,No,Yes,Yes,Yes,upload-artifact,,jobs/workflow,,,,0,,17630736778,2025-09-11T00:54:38Z
walkdir,No,Yes,Yes,No,,cargo,jobs/workflow,,,,0,,17631323260,2025-09-11T01:32:11Z
watt,No,Yes,No,No,,cargo,workflow,,,,0,,,
rstest,No,Yes,Yes,Yes,cargo/llvm-tools,cargo,jobs/workflow,,,,0,,17531325637,2025-09-07T16:54:33Z
joystream,Yes,Yes,Yes,Yes,upload-artifact,cargo,files/jobs/workflow,,,,0,,15156996810,2025-05-21T08:11:38Z
handlebars-rust,Yes,Yes,Yes,Yes,coveralls/tarpaulin,cargo,files/jobs/workflow,,,,0,,17646053293,2025-09-11T13:26:08Z
geektime-rust,No,Yes,No,No,,cargo,workflow,,,,0,,,
sprite-dicing,No,Yes,Yes,Yes,codecov/tarpaulin,,jobs/workflow,100.0,100.0,100.0,11,checks,17633468936,2025-09-11T03:50:39Z
korvus,No,No,No,Yes,upload-artifact,,workflow,,,,0,,13063521659,2025-01-30T23:59:57Z
so,Yes,Yes,Yes,Yes,cargo,cargo,files/jobs/workflow,,,,0,,15978063886,2025-06-30T16:10:27Z
comrak,Yes,Yes,No,No,,cargo,files/workflow,,,,0,,17631989403,2025-09-11T02:16:03Z
tailcall,Yes,Yes,No,Yes,codecov/llvm-cov/llvm-tools/report-file/upload-artifact,jest,files/workflow,,,,0,,17658419126,2025-09-11T22:02:56Z
ferron,No,Yes,No,No,,cargo,workflow,,,,0,,17652408055,2025-09-11T17:29:50Z
enarx,Yes,Yes,Yes,Yes,codecov/llvm-cov/report-file/upload-artifact,cargo,files/jobs/logs/workflow,,,,0,,17641113170,2025-09-11T10:04:50Z
agg,No,Yes,No,Yes,cargo,cargo,workflow,,,,0,,13472683209,2025-02-22T12:02:57Z
kafka-rust,Yes,Yes,Yes,No,,cargo,files/jobs/workflow,,,,0,,16322328923,2025-07-16T14:30:03Z
tiny-skia,Yes,Yes,Yes,No,,cargo,files/jobs/workflow,,,,0,,17302699640,2025-08-28T17:00:51Z
atm-cli,No,Yes,No,No,,cargo,workflow,,,,0,,,
wifi-connect,No,No,No,No,,,,,,,0,,17578505643,2025-09-09T09:41:10Z
twiggy,No,Yes,Yes,Yes,cargo,cargo,jobs/logs/workflow,,,,0,,17638049053,2025-09-11T08:01:06Z
oak,No,No,No,Yes,codecov/upload-artifact,,files/workflow,,,,0,,17658745192,2025-09-11T22:18:46Z
cargo-update,Yes,No,No,No,,cargo,files,,,,0,,17241297737,2025-08-26T14:29:15Z
heimdall-rs,No,Yes,Yes,Yes,llvm-tools,cargo,jobs/workflow,,,,0,,17658447510,2025-09-11T22:04:15Z
plugins-workspace,No,Yes,Yes,Yes,llvm-tools,cargo,jobs/workflow,,,,0,,17630322434,2025-09-11T00:27:38Z
frunk,Yes,Yes,Yes,Yes,cargo,cargo,files/jobs/workflow,,,,0,,17405340363,2025-09-02T13:38:23Z
nativelink,No,Yes,Yes,Yes,upload-artifact,cargo,jobs/workflow,,,,0,,17648862058,2025-09-11T15:06:42Z
comma,No,Yes,Yes,No,,,jobs/workflow,,,,0,,17549119773,2025-09-08T11:22:59Z
grpc-rust,No,Yes,No,Yes,cargo,,workflow,,,,0,,,
lnx,No,Yes,No,Yes,cargo,cargo,workflow,,,,0,,15050902695,2025-05-15T17:01:49Z
nydus,Yes,Yes,Yes,Yes,codecov/llvm-cov/llvm-tools/upload-artifact,cargo,files/jobs/workflow,66.67,74.2,84.2,15,checks/logs,17658620220,2025-09-11T22:12:36Z
ferrocene,Yes,No,No,Yes,grcov/upload-artifact,cargo,files/workflow,,,,0,,17656767895,2025-09-11T20:40:09Z
